First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Eduardo,Lucas,james67@example.com,Ecuador,2024-03-30,6,Lead,Python,1.5,0.9
Patrick,Ramirez,ewillis@example.com,USA,2022-08-17,7,Mid,JavaScript,2.3,5.9
Amanda,Dunlap,crystal81@example.net,Brazil,2021-11-12,5,Lead,SQL,7.1,6.9
Jessica,Sherman,smithcrystal@example.net,USA,2024-01-25,6,Senior,Data Engineering,5.1,3.5
Amanda,Watts,andrewwilliams@example.net,Mexico,2020-05-30,4,Senior,Python,9.0,2.6
Allison,Martin,hughestony@example.net,Mexico,2022-04-14,2,Lead,JavaScript,9.6,9.9
Jackson,Wright,sandra74@example.com,Mexico,2021-02-07,6,Senior,Python,4.9,0.9
Haley,Gould,jeffrey31@example.net,Ecuador,2020-02-14,7,Mid,SQL,2.2,4.4
Brian,Hicks,lawsonjames@example.net,Colombia,2022-02-07,6,Senior,SQL,8.7,3.5
Laura,Curtis,veronica12@example.org,USA,2022-09-19,12,Senior,Java,1.6,2.0
Terry,Smith,fbaker@example.org,Ecuador,2024-12-04,7,Lead,JavaScript,2.5,3.7
Michael,Beasley,herrerasonia@example.com,USA,2021-04-09,0,Mid,SQL,7.5,1.7
David,Stewart,ryan16@example.net,Mexico,2021-09-21,6,Senior,Data Engineering,3.9,5.0
Michael,Ramirez,sharon51@example.com,Mexico,2024-08-23,0,Mid,C++,6.2,4.0
Kathryn,Wilson,bakeranna@example.com,Brazil,2021-01-23,9,Junior,Python,2.1,8.7
Amanda,Jones,sarahdixon@example.com,Mexico,2020-03-01,9,Lead,JavaScript,6.6,6.2
Justin,James,nataliesanchez@example.com,Ecuador,2020-03-21,14,Mid,Java,0.7,2.8
Robert,Alexander,richard09@example.org,Argentina,2021-11-10,8,Senior,JavaScript,0.8,4.5
Thomas,Cummings,fgarrett@example.com,USA,2022-11-16,6,Junior,Python,2.2,6.9
Paul,Rodriguez,jhoover@example.org,USA,2024-10-07,6,Lead,SQL,5.2,6.8
Jared,Bush,ralphperry@example.net,Ecuador,2020-08-30,12,Senior,SQL,9.2,0.6
Frances,Day,maria30@example.org,Argentina,2021-10-29,5,Junior,JavaScript,9.5,6.2
Jermaine,Watts,martinsmith@example.com,Mexico,2024-02-01,0,Junior,Data Engineering,3.2,3.9
Joseph,Velasquez,patrickdudley@example.com,Mexico,2024-06-30,13,Senior,Data Engineering,9.7,9.8
James,Harrison,dthompson@example.com,Argentina,2020-07-21,1,Senior,Java,7.2,9.8
Lauren,Medina,leblancsheila@example.org,Colombia,2020-03-10,9,Mid,Java,2.0,6.0
Eric,Farley,caroljohnson@example.org,USA,2022-01-01,12,Senior,C++,0.8,3.7
Daniel,Weber,merrittmelissa@example.com,Brazil,2022-05-18,14,Senior,Data Engineering,5.4,3.8
Earl,Robinson,pmckay@example.net,Mexico,2021-12-02,4,Junior,Data Engineering,3.1,9.7
Noah,Jordan,dquinn@example.org,Argentina,2020-01-09,5,Mid,SQL,2.0,4.7
Jason,Padilla,jonathan12@example.net,USA,2022-06-15,12,Lead,Python,9.2,1.0
Kevin,Elliott,sydney54@example.org,Ecuador,2021-07-07,12,Lead,Data Engineering,3.3,2.2
Jared,Wilkinson,tracyrichardson@example.com,Mexico,2024-02-26,10,Senior,Python,0.6,7.3
Patricia,Simon,mendozajames@example.net,Colombia,2020-10-19,13,Lead,Java,4.6,1.5
Brian,Alexander,tiffany04@example.org,Mexico,2021-02-25,5,Senior,Data Engineering,0.6,8.5
Scott,Thornton,douglas76@example.org,USA,2024-07-05,11,Mid,Python,6.7,5.8
Mary,Perez,bdavis@example.net,Brazil,2022-06-14,10,Junior,Data Engineering,3.1,0.8
Brenda,Smith,montoyajason@example.net,USA,2021-03-18,12,Senior,Python,3.6,8.3
Lori,Herrera,stephen76@example.org,Brazil,2021-05-26,4,Junior,Java,6.9,1.7
Karen,Weaver,tom71@example.org,Brazil,2022-06-07,13,Junior,JavaScript,6.9,7.6
Jessica,Scott,wilsonjeremiah@example.org,Brazil,2020-12-23,8,Senior,C++,7.0,2.4
Ellen,Mcdonald,nanderson@example.com,Mexico,2020-12-20,2,Junior,SQL,6.8,9.4
Madison,Brady,xpeterson@example.org,Colombia,2023-12-08,4,Mid,Java,3.4,2.6
Dawn,Johnson,joshuapratt@example.org,Colombia,2023-05-12,3,Senior,Python,0.0,5.8
Sharon,Hicks,tapiapaul@example.org,Brazil,2024-02-02,11,Lead,Data Engineering,6.0,3.2
Martin,Miranda,larry37@example.com,Colombia,2023-08-11,12,Mid,Python,5.1,9.5
Monica,Bryan,hawkinsgerald@example.org,Colombia,2022-01-18,12,Mid,SQL,7.1,1.7
Ryan,Owen,imiller@example.org,Brazil,2023-03-05,4,Lead,JavaScript,1.4,3.7
Phillip,Carroll,marvin62@example.com,USA,2024-02-20,3,Senior,C++,9.1,4.5
Andrew,Robinson,saraburke@example.net,Ecuador,2022-01-22,0,Senior,Java,5.1,9.3
Tina,Smith,benjaminmarks@example.com,Mexico,2021-01-13,8,Senior,Data Engineering,9.1,9.5
Brittany,Delgado,lwolfe@example.org,USA,2022-03-24,11,Mid,JavaScript,4.0,2.0
Brian,Morris,julie77@example.org,Ecuador,2021-07-14,0,Mid,C++,2.1,0.8
Patricia,Franklin,walterstravis@example.net,Ecuador,2022-07-04,3,Mid,C++,8.9,8.6
Jamie,Washington,johnsmith@example.org,USA,2024-02-18,6,Senior,SQL,2.1,8.6
Denise,Bates,carolinecook@example.org,Colombia,2020-09-12,7,Senior,C++,4.2,5.3
Ashley,Martinez,williamlucas@example.org,USA,2023-10-26,11,Lead,Data Engineering,1.9,4.7
Jennifer,Robles,alejandro23@example.com,Colombia,2021-12-18,0,Mid,SQL,5.1,0.3
Jason,Miller,gordonanne@example.com,USA,2022-10-17,3,Mid,SQL,5.8,5.8
Mark,Marquez,petersoncorey@example.com,Ecuador,2022-07-19,3,Lead,C++,7.0,8.0
Robin,Mueller,danielwilkinson@example.com,USA,2024-12-12,13,Junior,C++,6.9,2.2
Amanda,Brady,cory17@example.com,Colombia,2022-12-17,9,Lead,Java,6.9,9.3
Edward,Fields,dennisvillegas@example.net,Brazil,2023-10-03,4,Lead,JavaScript,1.1,6.0
Keith,Benton,stephen90@example.com,Argentina,2022-10-29,15,Junior,Data Engineering,6.1,9.2
Harold,Henry,brendahart@example.net,Brazil,2021-12-13,8,Senior,SQL,0.2,3.2
James,Jones,lyonsashley@example.net,USA,2020-03-05,6,Mid,Data Engineering,6.1,4.7
Jerry,Martin,thomastimothy@example.org,Argentina,2021-09-09,2,Junior,SQL,4.5,7.2
Jose,Smith,scottroman@example.net,Mexico,2024-01-01,1,Junior,C++,0.8,6.4
Thomas,Robinson,wpeters@example.net,Brazil,2023-02-04,15,Senior,SQL,2.1,1.2
Sheila,Oliver,amber97@example.net,Colombia,2023-04-04,2,Mid,Java,9.4,1.0
Mary,Vang,claudia39@example.org,Ecuador,2022-05-10,7,Junior,Python,2.5,3.5
Cynthia,Phelps,stephaniecompton@example.org,Argentina,2022-11-16,15,Lead,C++,9.6,1.6
Johnny,Gilbert,daniellehansen@example.net,Colombia,2024-07-02,13,Lead,Java,2.1,2.9
Kenneth,Smith,crawfordadrian@example.com,Argentina,2023-07-31,7,Senior,JavaScript,6.9,7.5
Vanessa,Copeland,monicaramsey@example.com,USA,2022-06-10,3,Junior,SQL,6.7,8.4
Timothy,Holmes,nbell@example.net,Colombia,2020-06-03,6,Lead,SQL,4.2,1.3
Kenneth,Mosley,kirbynicole@example.com,Colombia,2022-12-25,7,Mid,SQL,9.6,4.8
Michael,Fitzgerald,wallacesara@example.org,Brazil,2024-12-27,0,Junior,Java,9.4,3.1
Kayla,Dickerson,williamharmon@example.com,Brazil,2022-10-25,13,Senior,JavaScript,1.5,4.7
Debra,Barnes,lparsons@example.net,Argentina,2024-04-22,4,Senior,C++,0.1,2.3
Nicole,Hicks,alexa20@example.net,Ecuador,2020-10-26,11,Senior,SQL,1.6,5.6
Mark,Tran,melanie55@example.org,Argentina,2020-05-13,14,Mid,JavaScript,4.4,2.9
Deborah,Stevens,susanparks@example.org,Colombia,2023-12-16,6,Mid,Data Engineering,6.2,2.5
Christopher,Cummings,loganalvarez@example.org,Ecuador,2023-10-02,0,Mid,SQL,8.4,7.9
Gregory,Walker,ygomez@example.com,Ecuador,2021-04-27,14,Junior,Python,3.9,3.0
Rodney,Johnson,labbott@example.com,Mexico,2024-02-15,13,Junior,Data Engineering,8.1,3.2
Olivia,Payne,eaustin@example.net,Argentina,2022-03-23,9,Junior,Data Engineering,4.3,1.8
Peter,Kelly,patrick69@example.com,Argentina,2020-04-28,11,Mid,JavaScript,9.6,5.7
Karen,Copeland,gabrielballard@example.com,Brazil,2020-05-26,6,Junior,Python,8.2,5.4
Dustin,Joyce,colleenfields@example.org,Colombia,2021-08-07,13,Junior,Data Engineering,4.2,4.2
Heather,Mason,william58@example.net,Colombia,2023-06-29,12,Mid,Data Engineering,1.6,0.3
Adam,Odom,angela58@example.com,Mexico,2021-12-31,0,Senior,JavaScript,9.1,4.6
Jean,Herman,pfuller@example.org,Argentina,2022-01-23,11,Lead,JavaScript,2.6,3.8
Daniel,Pierce,allenluis@example.net,Argentina,2022-07-22,0,Mid,Python,1.8,9.7
Tonya,Romero,tbishop@example.org,Ecuador,2023-04-23,2,Senior,JavaScript,2.5,4.3
Michele,Smith,james29@example.org,Mexico,2022-07-10,4,Mid,Python,4.0,6.5
Samantha,Graham,erin53@example.net,Argentina,2021-01-04,15,Senior,Java,5.6,5.6
Anne,Taylor,timothy00@example.org,Ecuador,2021-05-17,10,Mid,SQL,5.5,9.1
Terri,Marshall,dunndiana@example.net,Brazil,2021-12-19,1,Senior,Data Engineering,0.4,5.2
Steven,Booker,butlernicholas@example.com,Argentina,2023-03-14,12,Senior,SQL,4.3,9.1
Henry,Robinson,leahbrown@example.org,Mexico,2022-04-04,7,Senior,SQL,9.6,9.6
Steve,Hughes,smithduane@example.org,USA,2022-11-20,15,Senior,C++,2.8,2.6
Michelle,Scott,jimfitzgerald@example.net,USA,2020-03-04,8,Junior,JavaScript,1.7,2.1
Tyler,Aguilar,wnichols@example.com,Brazil,2024-07-25,9,Lead,JavaScript,4.5,7.1
Robert,Washington,brucewilliams@example.net,Mexico,2021-06-09,6,Lead,C++,4.2,2.0
Edward,Nelson,qorozco@example.com,Mexico,2024-12-21,4,Mid,JavaScript,9.6,3.2
Jonathan,Solis,veronica02@example.com,USA,2024-05-11,15,Junior,JavaScript,0.8,0.5
Tara,George,leemason@example.net,Colombia,2023-03-19,4,Mid,JavaScript,2.4,8.7
Mike,Robbins,brandon34@example.net,USA,2024-09-26,7,Junior,Java,8.9,7.7
Michael,Mcmillan,jeffery74@example.net,Ecuador,2024-07-20,8,Senior,C++,2.3,0.4
Tonya,Hopkins,knightjeanne@example.org,USA,2022-10-09,6,Junior,Python,2.6,4.8
Manuel,Calderon,oruiz@example.net,Mexico,2024-05-08,14,Junior,Python,1.8,0.4
Jared,Stephenson,xboone@example.org,Argentina,2023-11-28,12,Senior,Python,2.4,0.6
Barbara,Miller,ngiles@example.com,USA,2020-07-12,11,Mid,Data Engineering,6.3,5.5
Amy,Burton,ihunter@example.net,Colombia,2023-05-14,0,Junior,Python,5.1,1.4
Angela,Wilson,conniediaz@example.com,USA,2021-07-25,8,Lead,Java,8.7,9.9
Shannon,Johnson,kwilson@example.com,Ecuador,2023-06-17,3,Junior,Java,0.3,8.4
Austin,Kelley,brandon12@example.net,Ecuador,2024-07-06,6,Mid,SQL,8.3,8.9
Francisco,Wells,daviscarmen@example.org,Brazil,2023-09-09,11,Lead,Data Engineering,6.9,0.7
Jeff,Turner,patricia43@example.net,Brazil,2024-07-12,5,Senior,SQL,5.7,8.2
Jill,Wheeler,kelly27@example.org,Mexico,2022-10-13,11,Mid,Java,8.3,2.4
Charles,Chang,gregory26@example.org,USA,2024-06-17,3,Junior,C++,4.5,9.1
Christopher,Robertson,stevensoncharles@example.org,Ecuador,2023-04-21,13,Mid,SQL,1.4,7.6
Jessica,Perez,cordovanicholas@example.org,Mexico,2024-01-09,6,Lead,JavaScript,0.6,7.5
Christine,Willis,justin21@example.com,Brazil,2022-11-22,0,Senior,Python,6.6,7.9
Justin,Turner,stacy95@example.org,Colombia,2022-01-05,10,Senior,Python,1.7,7.6
Antonio,Martinez,nicole30@example.net,Ecuador,2021-12-03,1,Lead,Java,7.9,7.7
John,Murphy,jessicamurphy@example.org,Ecuador,2021-09-30,4,Senior,C++,6.1,2.3
Franklin,Thomas,mariah09@example.org,Colombia,2020-01-14,12,Mid,Java,9.4,6.4
Joseph,Dixon,ogarcia@example.net,Argentina,2021-03-14,2,Mid,JavaScript,7.5,3.8
Derrick,Spencer,foxdavid@example.org,Colombia,2021-11-30,13,Senior,SQL,1.5,0.3
Jennifer,Davis,rcooper@example.org,Mexico,2021-08-16,8,Senior,Java,4.1,5.6
Jill,Williams,amanda22@example.net,Brazil,2020-08-11,9,Senior,Data Engineering,5.1,5.6
Anthony,Hernandez,kcole@example.com,Ecuador,2024-07-02,12,Mid,C++,2.9,0.6
Scott,Reed,jesus63@example.org,Mexico,2021-08-11,13,Lead,JavaScript,3.1,1.2
Angela,Robertson,cunninghamkimberly@example.org,Mexico,2024-03-10,0,Mid,Python,4.9,4.1
Tony,Allen,andrewsdustin@example.net,Colombia,2021-05-31,2,Junior,Data Engineering,8.9,5.9
William,Barrett,ylove@example.net,Colombia,2023-06-24,12,Junior,SQL,1.4,5.2
Elizabeth,Thomas,bakerjeremy@example.net,Ecuador,2020-03-23,8,Junior,JavaScript,0.9,4.1
John,Jordan,webereric@example.net,Colombia,2022-10-09,9,Lead,SQL,3.6,2.9
Shawn,Bowman,timothythompson@example.org,Argentina,2023-04-04,2,Mid,SQL,8.2,2.8
Angela,Smith,chadsanchez@example.org,USA,2020-06-14,3,Senior,Data Engineering,10.0,2.4
Brian,Griffin,xgibbs@example.net,USA,2023-02-20,13,Lead,SQL,7.5,1.0
Michael,Clark,david00@example.com,Argentina,2023-08-18,10,Senior,JavaScript,3.1,9.3
Barry,Johnson,burtonthomas@example.net,Colombia,2020-08-01,1,Senior,C++,9.4,1.7
Cindy,Barnett,krausemichael@example.net,Ecuador,2024-10-07,10,Senior,Java,0.4,1.1
Samuel,Chavez,brownjohn@example.net,Colombia,2024-10-28,13,Mid,Java,9.0,2.7
Teresa,Fields,tonya57@example.org,Brazil,2022-09-28,5,Lead,Java,7.3,1.5
Karen,Kennedy,cruzdebra@example.com,Ecuador,2024-12-10,11,Senior,SQL,9.9,9.6
Shirley,Clark,dianamiranda@example.net,Ecuador,2024-03-20,14,Junior,Python,4.3,5.2
Jessica,Johnson,susan05@example.org,Colombia,2022-12-06,9,Lead,SQL,9.9,4.1
James,Ross,stephaniemitchell@example.net,USA,2023-08-08,1,Mid,Data Engineering,3.4,5.9
John,Riley,thall@example.org,USA,2024-12-24,2,Senior,C++,3.5,9.2
Melinda,Mooney,masonaustin@example.net,Ecuador,2020-07-21,5,Senior,Java,7.7,1.1
Michael,Tate,edward88@example.net,Mexico,2022-11-08,0,Lead,C++,2.9,0.6
Caitlyn,Gonzalez,daniellecollins@example.org,Brazil,2020-02-27,2,Senior,SQL,4.5,7.2
Robert,Bailey,james81@example.com,Mexico,2020-09-08,7,Senior,JavaScript,7.5,6.2
Katie,Walton,isabelhorne@example.net,USA,2024-04-12,13,Lead,SQL,8.6,0.1
Lindsey,Caldwell,stricklandtodd@example.net,Mexico,2024-06-21,13,Mid,SQL,6.3,1.8
Andre,Ellis,hogancarrie@example.net,Brazil,2021-07-10,8,Senior,Python,5.9,1.7
Patricia,Alexander,larry85@example.org,Mexico,2023-08-10,4,Mid,JavaScript,3.0,7.9
Justin,Burnett,terricurtis@example.net,Ecuador,2022-06-25,7,Lead,Data Engineering,6.2,9.0
Lance,Henderson,jmiller@example.org,Colombia,2024-04-27,9,Junior,Python,4.3,1.6
Joseph,Moore,harrisjo@example.com,Ecuador,2022-04-14,4,Senior,SQL,8.3,2.4
Caitlin,Smith,brittney45@example.com,Ecuador,2024-12-25,15,Senior,C++,9.0,4.2
Tammy,Figueroa,xwalsh@example.com,USA,2023-11-27,7,Lead,SQL,3.9,6.3
Mackenzie,Richardson,nthomas@example.org,Brazil,2022-02-23,3,Senior,JavaScript,7.3,9.8
Jason,Dominguez,danielsmith@example.org,Mexico,2021-11-01,14,Mid,Java,0.8,7.0
Rachel,Riley,johnstonkevin@example.org,Ecuador,2020-08-09,12,Mid,Java,3.7,4.7
Stephen,Barr,valerielee@example.net,Argentina,2024-05-06,11,Senior,JavaScript,8.6,7.5
Elijah,Finley,perrymiranda@example.com,Brazil,2022-02-14,0,Mid,C++,4.5,1.6
Donna,Garcia,zgeorge@example.net,Argentina,2023-10-05,0,Lead,C++,7.5,7.2
David,Thomas,kimjohn@example.org,Colombia,2023-03-07,13,Mid,Python,1.6,2.5
Michelle,Ingram,amy45@example.com,Argentina,2023-04-28,0,Junior,C++,3.3,8.5
Drew,Walker,julianhudson@example.org,Colombia,2023-04-01,7,Lead,SQL,6.8,0.8
Eric,Johnson,hhodge@example.org,Argentina,2022-09-11,12,Senior,Java,2.7,3.4
David,Gardner,wallsjohn@example.net,Ecuador,2022-04-25,10,Senior,Python,5.6,10.0
Hunter,Hamilton,troyjackson@example.net,Mexico,2022-06-11,0,Senior,Python,0.4,8.0
William,Johnston,mcculloughmiranda@example.net,Colombia,2023-12-03,12,Mid,C++,5.8,9.4
Jessica,Jackson,garciasusan@example.net,Mexico,2020-01-17,1,Junior,Java,8.3,1.5
Seth,Ferguson,cookkristin@example.com,Colombia,2022-10-16,10,Lead,Java,9.4,5.4
Tracy,Clark,wellsjustin@example.net,Argentina,2024-10-14,5,Lead,Data Engineering,4.0,3.5
Laura,Garrison,stephanie98@example.org,Brazil,2022-01-18,7,Senior,JavaScript,0.9,9.6
Randy,Hughes,hansenlogan@example.net,Colombia,2021-01-25,7,Lead,SQL,3.6,6.0
Richard,Blevins,anthony06@example.net,Brazil,2024-02-29,11,Junior,Python,4.9,5.8
Sara,Mills,danielleli@example.com,Ecuador,2024-08-24,4,Senior,Python,1.4,8.4
Robert,West,xperez@example.net,Mexico,2024-04-18,12,Lead,Python,7.9,4.7
Vanessa,Gonzales,jean00@example.org,Argentina,2023-12-13,5,Mid,SQL,4.3,6.2
Jason,Johnson,lisanguyen@example.org,Brazil,2023-01-10,3,Lead,C++,0.6,1.9
Jason,Johnson,bergamanda@example.org,Brazil,2022-04-08,4,Junior,Data Engineering,3.2,5.9
Christopher,Cameron,megan92@example.net,Mexico,2022-10-15,13,Lead,Java,0.5,3.7
Shannon,Smith,tburnett@example.org,Colombia,2020-03-09,6,Lead,Java,9.1,3.6
Natalie,Johnson,ian60@example.org,Mexico,2023-10-30,4,Lead,SQL,4.9,5.5
Victor,Wilcox,jimenezjoshua@example.net,Ecuador,2024-09-05,1,Mid,Python,2.9,7.0
Rebecca,Gardner,lisa47@example.net,Brazil,2022-04-30,0,Junior,JavaScript,0.0,5.1
Julie,Herrera,staceymyers@example.com,Brazil,2021-04-24,12,Mid,Java,4.1,0.5
Dylan,Lopez,amanda18@example.com,Brazil,2024-02-07,6,Junior,C++,8.7,1.0
James,Chang,thomasisaac@example.com,Ecuador,2024-10-20,10,Senior,Python,3.7,0.6
Frank,Gomez,drakelori@example.com,USA,2020-01-17,15,Lead,Python,4.5,2.0
Scott,Wood,apayne@example.com,Mexico,2024-07-29,5,Senior,Python,7.9,5.5
David,Reyes,ztran@example.com,Mexico,2020-03-09,8,Senior,Java,8.4,4.8
Angela,Alvarez,danielskristen@example.org,USA,2024-12-20,2,Lead,C++,3.8,1.1
Paul,Jones,claudia82@example.net,Colombia,2022-09-29,15,Lead,C++,10.0,1.6
Cheryl,White,ellisonpatrick@example.net,Mexico,2021-04-16,13,Lead,Java,1.3,8.6
Kathryn,Clark,hibarra@example.com,Argentina,2024-06-19,2,Lead,Python,3.0,6.0
Donald,Fields,ulam@example.com,USA,2024-01-11,8,Junior,SQL,2.6,4.5
Christopher,Rodriguez,richard16@example.net,Brazil,2024-02-24,8,Mid,SQL,1.8,3.3
Carol,Mathews,rwinters@example.net,Colombia,2021-04-30,2,Junior,C++,8.4,5.1
Jacob,Orr,sjackson@example.com,Mexico,2022-02-25,13,Mid,Python,2.5,9.9
Lauren,Munoz,farmerjaime@example.org,Colombia,2020-04-01,6,Junior,Java,8.0,6.2
Bernard,Knight,pamelasanders@example.org,Argentina,2020-04-14,2,Senior,C++,3.6,6.3
Meagan,Dominguez,jonessarah@example.org,Mexico,2021-02-16,10,Lead,Java,2.7,8.8
Adam,Ray,nicholassullivan@example.net,Brazil,2021-08-10,7,Junior,Java,0.3,1.3
Adriana,Austin,vmason@example.com,Ecuador,2024-05-01,2,Senior,SQL,2.0,0.2
Tom,Riggs,andrewcruz@example.org,Brazil,2021-12-21,4,Mid,SQL,1.9,0.9
Justin,Mcmahon,cookaaron@example.org,Mexico,2022-03-29,2,Mid,JavaScript,3.3,6.3
James,Burton,qreed@example.com,USA,2024-08-21,14,Senior,C++,9.0,8.6
April,Smith,georgehill@example.com,Mexico,2023-02-02,2,Senior,Java,1.2,8.6
Antonio,Barrett,laurie74@example.net,Ecuador,2022-05-02,4,Lead,SQL,4.6,7.3
John,Munoz,joybaxter@example.com,Mexico,2020-08-17,9,Junior,C++,2.5,6.1
Gary,Schmidt,qparker@example.org,Brazil,2022-04-14,11,Junior,JavaScript,1.3,10.0
Michelle,Perez,james20@example.org,Mexico,2024-03-05,3,Lead,Python,1.3,1.2
Keith,Gray,justinshaw@example.com,Colombia,2024-06-03,12,Junior,Data Engineering,9.8,5.6
Patricia,Smith,travis38@example.com,Mexico,2023-09-11,13,Junior,Python,3.0,2.5
Nicholas,Walker,angelica08@example.net,Brazil,2022-01-23,0,Junior,Data Engineering,9.4,0.8
Scott,Hale,garrettkimberly@example.com,Mexico,2022-01-28,3,Lead,Data Engineering,0.8,7.5
Nicolas,Moran,michael83@example.net,Argentina,2021-05-23,3,Mid,Python,10.0,0.9
Jason,Jordan,hnichols@example.org,Brazil,2024-06-29,7,Junior,Data Engineering,0.0,7.2
Hayley,Adams,tiffany51@example.com,Brazil,2020-01-23,0,Senior,C++,3.2,0.9
Scott,Garcia,jessica78@example.net,Brazil,2024-09-03,13,Mid,Java,8.9,8.7
Peter,Thomas,grosskaren@example.net,Colombia,2021-06-23,13,Mid,C++,7.9,8.5
Hailey,Carter,brayrobert@example.org,Argentina,2020-07-03,8,Junior,C++,4.4,4.5
Adam,Kramer,xmoon@example.com,Argentina,2023-11-24,0,Mid,JavaScript,1.0,8.1
Melinda,Chen,antonioschroeder@example.org,Mexico,2024-05-29,14,Lead,SQL,8.6,6.1
Robert,Harmon,debra10@example.org,Mexico,2021-08-26,5,Mid,JavaScript,5.1,3.8
Joshua,Murphy,cassandrawalker@example.net,Brazil,2021-12-04,13,Mid,JavaScript,9.4,3.0
Patricia,Carpenter,lisa87@example.net,Mexico,2024-07-31,7,Lead,Data Engineering,5.7,6.3
Molly,Roberts,james70@example.net,Ecuador,2022-02-08,9,Senior,Java,0.0,3.6
Carol,White,hannahrobbins@example.org,Colombia,2023-06-28,8,Senior,Java,3.8,7.1
Stephanie,Gentry,alex91@example.net,Colombia,2024-03-25,7,Junior,Java,3.9,7.9
Barry,Fowler,noblelarry@example.net,Colombia,2024-03-02,5,Mid,Python,9.7,1.5
Allen,Jenkins,davistiffany@example.org,Argentina,2020-12-14,10,Lead,SQL,0.6,8.8
Kathleen,Owens,vsuarez@example.com,USA,2023-02-04,14,Mid,Java,5.5,8.1
Jesse,Strong,ashleylee@example.com,Brazil,2023-07-29,5,Lead,Data Engineering,7.2,2.2
Robert,Burns,xgordon@example.net,Colombia,2023-07-26,9,Mid,C++,6.7,4.8
Michael,Jackson,msanchez@example.net,Argentina,2023-04-20,4,Mid,Java,6.6,0.1
Martin,Mahoney,collinsmonica@example.org,Mexico,2023-12-19,5,Junior,Java,7.2,2.6
Stephanie,Kramer,maddoxcharles@example.net,Argentina,2022-11-17,15,Senior,Java,7.1,8.4
Jasmine,Gilbert,whitelauren@example.net,USA,2024-02-07,2,Mid,Data Engineering,8.5,5.2
Emily,House,jasonjohnson@example.com,Colombia,2022-09-03,13,Mid,C++,9.8,5.2
Jennifer,King,gomezkaren@example.net,Mexico,2024-05-12,11,Junior,Java,9.0,0.9
Ashlee,Mcconnell,andrewromero@example.com,USA,2020-12-22,3,Lead,JavaScript,0.4,5.3
Amy,Blankenship,ilyons@example.org,Ecuador,2021-07-06,0,Junior,Java,7.0,4.6
Leslie,Reed,russellortega@example.com,Mexico,2022-02-27,9,Senior,JavaScript,5.5,2.5
Austin,Maxwell,jevans@example.com,Argentina,2023-06-21,6,Mid,C++,6.4,7.5
James,Cruz,christophercummings@example.com,USA,2022-11-11,1,Senior,SQL,5.1,6.0
Emma,Wiley,ericdavis@example.net,Mexico,2024-10-27,6,Junior,Python,7.0,0.3
Nicole,Walker,nmartin@example.com,Colombia,2024-08-25,14,Junior,Java,4.2,5.5
Heather,Burton,robertblair@example.com,USA,2023-12-13,3,Junior,SQL,3.5,5.5
Jeffrey,Walter,dawn81@example.org,Mexico,2024-05-23,2,Lead,C++,6.2,2.7
Janet,Brown,rebeccabird@example.com,Brazil,2023-03-19,8,Senior,Python,3.9,6.7
Marcus,Cervantes,sperez@example.net,Brazil,2022-06-17,2,Senior,Data Engineering,4.2,4.3
Ashley,Carrillo,birdjohn@example.net,USA,2024-04-05,14,Senior,Java,5.5,3.4
Gregory,Murphy,anneflowers@example.org,Mexico,2022-04-02,14,Junior,Java,0.7,4.4
Roger,Escobar,stevenhawkins@example.com,Brazil,2024-03-29,14,Mid,Java,3.3,1.7
Jacqueline,Caldwell,lori55@example.com,USA,2024-10-26,6,Mid,JavaScript,9.6,4.6
Shawn,Morris,afrank@example.net,Ecuador,2021-09-22,2,Lead,C++,3.3,4.6
Linda,Dean,olivia81@example.net,Colombia,2024-03-17,0,Lead,JavaScript,0.1,0.0
James,Lewis,samuelparker@example.org,Colombia,2020-11-10,8,Senior,Java,2.0,3.9
Ann,Medina,wilsonmichael@example.com,Brazil,2022-03-15,15,Senior,JavaScript,1.2,1.2
Eric,Alvarez,davidfloyd@example.org,Brazil,2022-09-16,6,Senior,Data Engineering,8.8,3.4
Justin,Curtis,xwhite@example.com,Argentina,2024-12-13,11,Senior,C++,4.9,6.2
Jean,Arroyo,julielozano@example.org,Argentina,2020-12-27,1,Lead,Data Engineering,4.2,2.4
Samantha,Aguirre,anthonybarrera@example.net,Mexico,2022-09-03,6,Lead,Python,2.2,1.8
Kelly,Martinez,ptaylor@example.org,USA,2020-07-22,9,Junior,Java,2.4,4.8
Monica,Robinson,vasquezjamie@example.net,Argentina,2021-10-17,8,Mid,Python,2.5,7.3
Abigail,Harris,johnthomas@example.com,Brazil,2023-01-17,6,Lead,Data Engineering,2.5,5.8
Allen,Wilson,andersonderrick@example.com,Ecuador,2020-12-16,8,Mid,JavaScript,6.3,4.1
Marie,Gutierrez,crystal14@example.net,Colombia,2023-09-15,3,Senior,Python,6.7,9.5
Jessica,Wheeler,charris@example.com,USA,2022-04-12,0,Senior,JavaScript,1.3,7.5
Andrew,Robertson,lcameron@example.org,Ecuador,2022-06-25,0,Lead,Data Engineering,1.0,9.5
John,Arnold,patriciarobinson@example.org,Mexico,2020-02-23,2,Senior,Java,7.1,3.4
Yolanda,Parker,tara45@example.com,Brazil,2020-06-17,0,Mid,Java,4.3,1.2
James,Gomez,blackwellcorey@example.net,Argentina,2021-10-05,9,Junior,C++,5.3,2.6
